Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,936",Raju Gari Gadhi 2,"$53,012",-,-,"$53,012",100%
"1,937",Jeena Isi Ka Naam Hai,"$52,982",-,-,"$52,982",100%
"1,938",Shivalinga,"$52,787",-,-,"$52,787",100%
"1,939",We Roared Past Youth,"$52,559",-,-,"$52,559",100%
"1,940",Birdboy: The Forgotten Children,"$52,366","$38,786",74.1%,"$13,580",25.9%
"1,941",La Chana,"$52,217",-,-,"$52,217",100%
"1,942",Forever Young 2017 Re-release,"$51,807",-,-,"$51,807",100%
"1,943",Nene Raju Nene Mantri,"$51,805",-,-,"$51,805",100%
"1,944",About Rock,"$51,747",-,-,"$51,747",100%
"1,945",Blue Busking,"$51,671",-,-,"$51,671",100%
"1,946",Raja The Great,"$51,568",-,-,"$51,568",100%
"1,947",Tickling Giants,"$51,499","$51,499",100%,-,-
"1,948",Mr. Made,"$51,485",-,-,"$51,485",100%
"1,949",Black Full Moon,"$51,429",-,-,"$51,429",100%
"1,950",Handy - La rivolta delle mani siciliane,"$51,288",-,-,"$51,288",100%
"1,951",Totem,"$51,247",-,-,"$51,247",100%
"1,952",Mad Max: Fury Road 2017 Re-release,"$51,022",-,-,"$51,022",100%
"1,953",Crazy Arts,"$50,995",-,-,"$50,995",100%
"1,954",Ali and Nino,"$50,721",-,-,"$50,721",100%
"1,955",Dries,"$50,679",-,-,"$50,679",100%
"1,956",Yaman,"$50,538",-,-,"$50,538",100%
"1,957",Keep Quiet,"$50,451","$50,451",100%,-,-
"1,958",El Silencio de los Fusiles,"$50,375",-,-,"$50,375",100%
"1,959",Quest,"$50,022","$47,807",95.6%,"$2,215",4.4%
"1,960",Sex Doll,"$49,957",-,-,"$49,957",100%
"1,961",Ang Panday,"$49,935",-,-,"$49,935",100%
"1,962",Inside: A Chinese Horror Story,"$49,822",-,-,"$49,822",100%
"1,963",British Museum presents: Hokusai,"$49,161",-,-,"$49,161",100%
"1,964",Índice Médio de Felicidade,"$49,072",-,-,"$49,072",100%
"1,965",Snow White: Happily Ever After,"$48,870",-,-,"$48,870",100%
"1,966",A Family,"$48,559",-,-,"$48,559",100%
"1,967",Person to Person,"$48,499","$48,499",100%,-,-
"1,968",Toofan Singh,"$47,967",-,-,"$47,967",100%
"1,969",Saving Banksy,"$47,965","$47,965",100%,-,-
"1,970",The Match 2017 Re-release,"$47,794",-,-,"$47,794",100%
"1,971",Gunned Down,"$47,737",-,-,"$47,737",100%
"1,972",So B. It,"$47,627","$47,627",100%,-,-
"1,973",Girl With a Scythe,"$47,374",-,-,"$47,374",100%
"1,974",A Sort of Family,"$47,292",-,-,"$47,292",100%
"1,975",Paisa Vasool,"$47,245",-,-,"$47,245",100%
"1,976",Prebujanja,"$47,207",-,-,"$47,207",100%
"1,977",Cenaze Isleri,"$47,171",-,-,"$47,171",100%
"1,978",Ascent,"$46,850",-,-,"$46,850",100%
"1,979",78/52: Hitchcock's Shower Scene,"$46,838","$37,664",80.4%,"$9,174",19.6%
"1,980",Please Remember Me,"$46,805",-,-,"$46,805",100%
"1,981",Domino Effect,"$46,357",-,-,"$46,357",100%
"1,982",I Skyggen Av Oljeeventyret,"$46,294",-,-,"$46,294",100%
"1,983",Heartbeats,"$46,180",-,-,"$46,180",100%
"1,984","Pop, Lock 'n Roll","$46,147",-,-,"$46,147",100%
"1,985",Dispossession: The Great Social Housing Swindle,"$46,072",-,-,"$46,072",100%
"1,986",Panique,"$46,041","$46,041",100%,-,-
"1,987",Maurice 2017 Re-release,"$45,926","$45,926",100%,-,-
"1,988",The Secret Spitfires,"$45,696",-,-,"$45,696",100%
"1,989",Russian Jews: Film 1918-1948,"$45,545",-,-,"$45,545",100%
"1,990",El Caso Watson,"$45,414",-,-,"$45,414",100%
"1,991",Something Useful,"$45,304",-,-,"$45,304",100%
"1,992",Kodiveeran,"$45,150",-,-,"$45,150",100%
"1,993",The Farthest,"$44,921","$14,773",32.9%,"$30,148",67.1%
"1,994",Teraz i w godzine smierci,"$44,815",-,-,"$44,815",100%
"1,995","Jung Il-woo, My Friend","$44,788",-,-,"$44,788",100%
"1,996",Aramm,"$44,787",-,-,"$44,787",100%
"1,997",Van der Merwe,"$44,697",-,-,"$44,697",100%
"1,998","0,03 Seconde","$44,683",-,-,"$44,683",100%
"1,999","Léon Morin, Priest 2017 Re-release","$44,511","$44,511",100%,-,-
"2,000",Double Date,"$44,511",-,-,"$44,511",100%
"2,001",Hermia & Helena,"$44,156","$43,152",97.7%,"$1,004",2.3%
"2,002",Saravanan Irukka Bayamaen,"$44,125",-,-,"$44,125",100%
"2,003",CarGo,"$44,055",-,-,"$44,055",100%
"2,004",Júlia ist,"$44,032",-,-,"$44,032",100%
"2,005",Judge Zhongkui,"$44,028",-,-,"$44,028",100%
"2,006",Woodshock,"$43,682","$42,603",97.5%,"$1,079",2.5%
"2,007",Maracaibo,"$43,660",-,-,"$43,660",100%
"2,008",Bhalwan Singh,"$43,592",-,-,"$43,592",100%
"2,009","Not Spring, Love, or Cherry Blossoms (Da-si, Beot-kkot)","$43,548",-,-,"$43,548",100%
"2,010",After School,"$43,469",-,-,"$43,469",100%
"2,011",The Shadow Effect,"$43,368",-,-,"$43,368",100%
"2,012",The Exorcism of Anna Ecklund,"$43,300",-,-,"$43,300",100%
"2,013",Tatli Seyler,"$43,211",-,-,"$43,211",100%
"2,014",Mezarci,"$43,196",-,-,"$43,196",100%
"2,015",Human Traces,"$43,170",-,-,"$43,170",100%
"2,016",Hoener met die Rooi Skoene,"$43,088",-,-,"$43,088",100%
"2,017",Herd,"$43,071",-,-,"$43,071",100%
"2,018",In Blue,"$43,057",-,-,"$43,057",100%
"2,019",Liewe Kersfeesvader,"$42,975",-,-,"$42,975",100%
"2,020",Thick Lashes of Lauri Mäntyvaara,"$42,832",-,-,"$42,832",100%
"2,021",30 Days of 3iz,"$42,670",-,-,"$42,670",100%
"2,022",The Nothing Factory,"$42,657",-,-,"$42,657",100%
"2,023",Children of the Night,"$42,516",-,-,"$42,516",100%
"2,024",Anguish 2017 Re-release,"$42,423",-,-,"$42,423",100%
"2,025",Raajakumara,"$42,421",-,-,"$42,421",100%
"2,026",My Godmother,"$42,388",-,-,"$42,388",100%
"2,027",Over the Fence,"$42,113",-,-,"$42,113",100%
"2,028",Buying A Man,"$41,982",-,-,"$41,982",100%
"2,029",Forget About Nick,"$41,943",-,-,"$41,943",100%
"2,030",Sperm Whale: Roya's Selection,"$41,922",-,-,"$41,922",100%
"2,031",Where's the Dragon? 2017 Re-release,"$41,921",-,-,"$41,921",100%
"2,032",The Settlers,"$41,562","$41,562",100%,-,-
"2,033",28 Degrees North of Love,"$41,413",-,-,"$41,413",100%
"2,034",Loot 2,"$41,318",-,-,"$41,318",100%
"2,035",Le mirage,"$41,258",-,-,"$41,258",100%
"2,036",When a Man Falls 2017 Re-release,"$41,195",-,-,"$41,195",100%
"2,037",Karl Marx City,"$41,072","$41,072",100%,-,-
"2,038",Arsenal,"$41,037",-,-,"$41,037",100%
"2,039",Benzersiz,"$40,900",-,-,"$40,900",100%
"2,040",Crazy Teacher,"$40,601",-,-,"$40,601",100%
"2,041",Life and Nothing More,"$40,581","$24,358",60%,"$16,223",40%
"2,042",MindGamers,"$40,447",-,-,"$40,447",100%
"2,043",Belle de Jour 2017 Re-release,"$40,382","$26,331",65.2%,"$14,051",34.8%
"2,044",Donkeyote,"$40,331",-,-,"$40,331",100%
"2,045",Zeus,"$40,331",-,-,"$40,331",100%
"2,046",Return to the Hiding Place 2017 Re-release,"$40,293",-,-,"$40,293",100%
"2,047",Pret Arbut,"$40,187",-,-,"$40,187",100%
"2,048",You're Ugly Too 2017 Re-release,"$40,087",-,-,"$40,087",100%
"2,049",Unrest,"$40,081","$40,081",100%,-,-
"2,050",Williams,"$40,061",-,-,"$40,061",100%
"2,051",Goutham Nanda,"$39,711",-,-,"$39,711",100%
"2,052",Interstellar 2017 Re-release,"$39,360",-,-,"$39,360",100%
"2,053",Dinosaur Island,"$39,296",-,-,"$39,296",100%
"2,054",Personal Affairs,"$39,195",-,-,"$39,195",100%
"2,055",Terror 5,"$38,972",-,-,"$38,972",100%
"2,056",Polyxeni,"$38,920",-,-,"$38,920",100%
"2,057",Traveling Over the Sea,"$38,558",-,-,"$38,558",100%
"2,058",Ondhu Mutteya Kathe,"$38,553",-,-,"$38,553",100%
"2,059",The Future Ahead,"$38,398",-,-,"$38,398",100%
"2,060",Trapped,"$38,349",-,-,"$38,349",100%
"2,061",The Blackcoat's Daughter,"$38,348","$20,435",53.3%,"$17,913",46.7%
"2,062",Hebbuli,"$38,052",-,-,"$38,052",100%
"2,063",The Crime of Monsieur Lange,"$38,002","$36,438",95.9%,"$1,564",4.1%
"2,064",Piata lod,"$37,972",-,-,"$37,972",100%
"2,065",Evangeline 2017 Re-release,"$37,850",-,-,"$37,850",100%
"2,066",I Am the Blues,"$37,849","$37,849",100%,-,-
"2,067",The First Lap,"$37,810",-,-,"$37,810",100%
"2,068",Wùlu,"$37,765",-,-,"$37,765",100%
"2,069",Les P'tits explorateurs,"$37,723",-,-,"$37,723",100%
"2,070",Frost,"$37,673",-,-,"$37,673",100%
"2,071",Die Rebellie van Lafras Verwey,"$37,439",-,-,"$37,439",100%
"2,072",Nur eta herensugearen tenplua,"$37,419",-,-,"$37,419",100%
"2,073",The Graduate 2017 Re-release,"$36,813",-,-,"$36,813",100%
"2,074",Bending the Arc,"$36,586","$21,907",59.9%,"$14,679",40.1%
"2,075",Dancing with Jikji,"$36,582",-,-,"$36,582",100%
"2,076",Seventeen Year Old Rainy Season,"$36,568",-,-,"$36,568",100%
"2,077",Robo-Dog: Airborne,"$36,542",-,-,"$36,542",100%
"2,078",The Enchanted Soulmates of Art,"$36,355",-,-,"$36,355",100%
"2,079",Highway to Hellas 2017 Re-release,"$36,319",-,-,"$36,319",100%
"2,080","Paws, Bones & Rock'n'roll 2017 Re-release","$36,100",-,-,"$36,100",100%
"2,081",Brimstone & Glory,"$36,036","$32,059",89%,"$3,977",11%
"2,082",Kuyu,"$35,937",-,-,"$35,937",100%
"2,083",Mr. Zhu's Summer,"$35,929",-,-,"$35,929",100%
"2,084",Doby & Disy's Dreamy Town,"$35,852",-,-,"$35,852",100%
"2,085",Almost Friends,"$35,842","$1,481",4.1%,"$34,361",95.9%
"2,086",Before I Die,"$35,841",-,-,"$35,841",100%
"2,087",Chastnoe pionerskoe 2,"$35,781",-,-,"$35,781",100%
"2,088",Empeliculados,"$35,709",-,-,"$35,709",100%
"2,089",Beyond the Known World,"$35,690",-,-,"$35,690",100%
"2,090",Sea Guard,"$35,625",-,-,"$35,625",100%
"2,091",Mezeci Ciragi,"$35,582",-,-,"$35,582",100%
"2,092",A Night in Bodrum,"$35,526",-,-,"$35,526",100%
"2,093",Growing Up Smith,"$35,312","$35,312",100%,-,-
"2,094",Rat Film,"$35,195","$35,195",100%,-,-
"2,095",Dora,"$35,119",-,-,"$35,119",100%
"2,096",Moon-young,"$34,928",-,-,"$34,928",100%
"2,097",Polleros del sur: La venganza 2017 Re-release,"$34,896",-,-,"$34,896",100%
"2,098",Aman Ya Shabi,"$34,837",-,-,"$34,837",100%
"2,099",Café. Waiting. Love 2017 Re-release,"$34,800",-,-,"$34,800",100%
"2,100",The Stakelander,"$34,752",-,-,"$34,752",100%
"2,101",Kadamban,"$34,697",-,-,"$34,697",100%
"2,102",The Old Dark House,"$34,649","$25,678",74.1%,"$8,971",25.9%
"2,103",Sophie and the Rising Sun,"$34,630","$34,630",100%,-,-
"2,104",Le Trou,"$34,588","$34,588",100%,-,-
"2,105",The Tattoist,"$34,521",-,-,"$34,521",100%
"2,106",Tevye's Daughters,"$34,383",-,-,"$34,383",100%
"2,107",Inception 2017 Re-release,"$34,302",-,-,"$34,302",100%
"2,108",Victor Young Perez,"$34,210",-,-,"$34,210",100%
"2,109",Altitude,"$34,174",-,-,"$34,174",100%
"2,110",Bezm-i Ezel,"$34,125",-,-,"$34,125",100%
"2,111",Dave Made a Maze,"$34,117","$34,117",100%,-,-
"2,112",El Revenge,"$34,048",-,-,"$34,048",100%
"2,113",Alta Cumbia,"$34,037",-,-,"$34,037",100%
"2,114",Jawbone,"$33,919",-,-,"$33,919",100%
"2,115",Organik Ask Hikayeleri,"$33,888",-,-,"$33,888",100%
"2,116",Russkie evrei. Film tretiy. Posle 1948 goda,"$33,780",-,-,"$33,780",100%
"2,117",Johnny is nie dood nie,"$33,703",-,-,"$33,703",100%
"2,118",The Moment,"$33,701",-,-,"$33,701",100%
"2,119",Goodfellas 2017 Re-release,"$33,683",-,-,"$33,683",100%
"2,120",Below Her Mouth,"$33,673",-,-,"$33,673",100%
"2,121",Get the Weed,"$33,630",-,-,"$33,630",100%
"2,122","Ali, the Goat and Ibrahim","$33,370",-,-,"$33,370",100%
"2,123",Channa Mereya,"$33,365",-,-,"$33,365",100%
"2,124",Original Bliss,"$33,314",-,-,"$33,314",100%
"2,125",Vaya,"$33,246",-,-,"$33,246",100%
"2,126",Wasted! The Story of Food Waste,"$33,211","$33,211",100%,-,-
"2,127",Miraç,"$33,201",-,-,"$33,201",100%
"2,128",Love & Taxes,"$33,150","$33,150",100%,-,-
"2,129",Super Dark Times,"$33,109","$33,109",100%,-,-
"2,130",Madraza,"$33,048",-,-,"$33,048",100%
"2,131",Tékasztorik,"$32,988",-,-,"$32,988",100%
"2,132",Memories of Murder 2017 Re-release,"$32,877",-,-,"$32,877",100%
"2,133",Abulele,"$32,838",-,-,"$32,838",100%
"2,134",Yej3alo Amer,"$32,799",-,-,"$32,799",100%
"2,135",El Candidato Obsoleta,"$32,659",-,-,"$32,659",100%
"2,136",Spettacolo,"$32,494","$32,494",100%,-,-
"2,137",Atvirame kosmose (Vremya pervich),"$32,455",-,-,"$32,455",100%
"2,138",Ash Flower,"$32,275",-,-,"$32,275",100%
"2,139",Maligno 2017 Re-release,"$32,092",-,-,"$32,092",100%
"2,140",Tharangam,"$32,020",-,-,"$32,020",100%
"2,141",Shantet Hamza,"$31,932",-,-,"$31,932",100%
"2,142",Durak,"$31,907",-,-,"$31,907",100%
"2,143",Maximum Impact,"$31,806",-,-,"$31,806",100%
"2,144",Yana+Yanko,"$31,721",-,-,"$31,721",100%
"2,145",Amerika Square,"$31,703",-,-,"$31,703",100%
"2,146",Bartok,"$31,690",-,-,"$31,690",100%
"2,147",Reynir Sterki: Beyond Strength,"$31,666",-,-,"$31,666",100%
"2,148",Mean Dreams,"$31,657",-,-,"$31,657",100%
"2,149",The Institute,"$31,634",-,-,"$31,634",100%
"2,150",Signature Move,"$31,551","$31,551",100%,-,-
"2,151",Últimos días en La Habana,"$31,506",-,-,"$31,506",100%
"2,152",Bethany,"$31,442",-,-,"$31,442",100%
"2,153",Sidemen: Long Road to Glory,"$31,399","$31,399",100%,-,-
"2,154",June and Arrow,"$31,290",-,-,"$31,290",100%
"2,155",Bahtiyar Bahtikara,"$31,275",-,-,"$31,275",100%
"2,156",Radha,"$31,172",-,-,"$31,172",100%
"2,157",7 Witches,"$31,100","$31,100",100%,-,-
"2,158",Lajka,"$31,081",-,-,"$31,081",100%
"2,159",Gremlins 2017 Re-release,"$31,011",-,-,"$31,011",100%
"2,160",Veleno,"$30,968",-,-,"$30,968",100%
"2,161",All Roads Lead to Rome 2017 Re-release,"$30,861",-,-,"$30,861",100%
"2,162",Princess Mononoke 2017 Re-release,"$30,667",-,-,"$30,667",100%
"2,163",Red Army Primary School,"$30,652",-,-,"$30,652",100%
"2,164",Solo 2017 Re-release,"$30,428",-,-,"$30,428",100%
"2,165",Dealt,"$30,414","$30,414",100%,-,-
"2,166","Hare Krishna! The Mantra, the Movement and the Swami Who Started It 2017 Re-release","$30,380","$19,278",63.5%,"$11,102",36.5%
"2,167",No Greater Love,"$30,247","$30,247",100%,-,-
"2,168",Black and White Stripes: The Juventus Story,"$30,213",-,-,"$30,213",100%
"2,169",Egy kupac kufli,"$30,150",-,-,"$30,150",100%
"2,170",Assassination Classroom: The Graduation 2017 Re-release,"$30,129",-,-,"$30,129",100%
"2,171",Iki,"$30,125",-,-,"$30,125",100%
"2,172",Ultra,"$30,111",-,-,"$30,111",100%
"2,173",Accident 2017 Re-release,"$30,096",-,-,"$30,096",100%
"2,174",Rocco,"$29,950",-,-,"$29,950",100%
"2,175",Sarikamis Cocuklari,"$29,945",-,-,"$29,945",100%
"2,176",Arth,"$29,938",-,-,"$29,938",100%
"2,177",Drib,"$29,882",-,-,"$29,882",100%
"2,178",The Curse of Sleeping Beauty 2017 Re-release,"$29,764",-,-,"$29,764",100%
"2,179",Uncertain,"$29,736","$29,736",100%,-,-
"2,180",Thondan,"$29,715",-,-,"$29,715",100%
"2,181",Countdown,"$29,574",-,-,"$29,574",100%
"2,182",Namatjira Project,"$29,572",-,-,"$29,572",100%
"2,183",Veeram,"$29,541",-,-,"$29,541",100%
"2,184",Bunch of Kunst,"$29,420",-,-,"$29,420",100%
"2,185",Lemon,"$29,258","$29,258",100%,-,-
"2,186",Morir,"$29,189",-,-,"$29,189",100%
"2,187",Annadurai,"$29,144",-,-,"$29,144",100%
"2,188",The Strayed,"$29,037",-,-,"$29,037",100%
"2,189",Vincent Van Gogh: A New Way of Seeing,"$29,001",-,-,"$29,001",100%
"2,190",Khaidi No. 150,"$28,995",-,-,"$28,995",100%
"2,191","Fontanarrosa, a Real Idol","$28,905",-,-,"$28,905",100%
"2,192",Strange Birds,"$28,874",-,-,"$28,874",100%
"2,193",Planning of be in Love,"$28,855",-,-,"$28,855",100%
"2,194",The Transfiguration,"$28,631","$22,091",77.2%,"$6,540",22.8%
"2,195",El Pampero,"$28,621",-,-,"$28,621",100%
"2,196",A Tale of Shadows,"$28,551",-,-,"$28,551",100%
"2,197",Lisa,"$28,436",-,-,"$28,436",100%
"2,198",Carrie Pilby,"$28,430","$18,957",66.7%,"$9,473",33.3%
"2,199",The Strange Ones,"$28,374",-,-,"$28,374",100%
"2,200",Lost Highway 2017 Re-release,"$28,347",-,-,"$28,347",100%
"2,201",Rum 213,"$28,291",-,-,"$28,291",100%
"2,202",The Garden of Numbers,"$28,250",-,-,"$28,250",100%
"2,203",Baby Task Group,"$28,219",-,-,"$28,219",100%
"2,204",The Little Mermaid 2017 Re-release,"$28,173",-,-,"$28,173",100%
"2,205",Howard Lovecraft and the Frozen Kingdom,"$28,115",-,-,"$28,115",100%
"2,206",Lawrence of Arabia 2017 Re-release,"$28,023",-,-,"$28,023",100%
"2,207",Ribbons,"$27,959","$27,959",100%,-,-
"2,208",Nibunan,"$27,905",-,-,"$27,905",100%
"2,209",The Rezort 2017 Re-release,"$27,885",-,-,"$27,885",100%
"2,210",From the Balcony,"$27,855",-,-,"$27,855",100%
"2,211",Radio Dreams,"$27,836","$27,836",100%,-,-
"2,212",The Stolen,"$27,741",-,-,"$27,741",100%
"2,213",30 Years of Garbage: The Garbage Pail Kids Story,"$27,739","$27,739",100%,-,-
"2,214",Akhlaa El-Abid,"$27,697",-,-,"$27,697",100%
"2,215",Al Maa Wa Al Khoudra,"$27,589",-,-,"$27,589",100%
"2,216",The Artist: Reborn,"$27,483",-,-,"$27,483",100%
"2,217",Exists 2017 Re-release,"$27,417",-,-,"$27,417",100%
"2,218",LIE,"$27,221",-,-,"$27,221",100%
"2,219",Bronx Gothic,"$27,151","$27,151",100%,-,-
"2,220",Together For Ever,"$27,119",-,-,"$27,119",100%
"2,221",The Night,"$27,051",-,-,"$27,051",100%
"2,222",Something New 2017 Re-release,"$27,043",-,-,"$27,043",100%
"2,223",Mali Blues,"$26,950","$26,950",100%,-,-
"2,224",Eusébio - The Story of a Legend,"$26,769",-,-,"$26,769",100%
"2,225",Ya Thadi Ya Taadi,"$26,767",-,-,"$26,767",100%
"2,226",Biting Fly,"$26,659",-,-,"$26,659",100%
"2,227",The White World According to Daliborek,"$26,521",-,-,"$26,521",100%
"2,228",My Dad and Mr. Ito,"$26,483",-,-,"$26,483",100%
"2,229",Donkey Magistrate the Sandal Princess,"$26,438",-,-,"$26,438",100%
"2,230",Correspondence 2017 Re-release,"$26,415",-,-,"$26,415",100%
"2,231",The Long Excuse,"$26,198",-,-,"$26,198",100%
"2,232","Bob, o Construtor: Mega Machines - O Filme","$26,121",-,-,"$26,121",100%
"2,233",They Call Us Monsters,"$26,080","$26,080",100%,-,-
"2,234",Bailaras,"$26,045",-,-,"$26,045",100%
"2,235",Victim,"$25,962",-,-,"$25,962",100%
"2,236",Women Like Us,"$25,859","$25,859",100%,-,-
"2,237",The Bastards Fig Tree,"$25,461",-,-,"$25,461",100%
"2,238",In Search of Fellini,"$25,269","$12,772",50.5%,"$12,497",49.5%
"2,239",Al Berto,"$25,173",-,-,"$25,173",100%
"2,240",Gemini Ganeshanum Suruli Raajanum,"$25,109",-,-,"$25,109",100%
"2,241",Bi Ghamdet 3ein,"$25,100",-,-,"$25,100",100%
"2,242",Here Alone,"$25,043",-,-,"$25,043",100%
"2,243",Andiamo a quel paese 2017 Re-release,"$25,033",-,-,"$25,033",100%
"2,244",The Lucky Man,"$25,015","$25,015",100%,-,-
"2,245",Victor 2017 Re-release,"$24,960",-,-,"$24,960",100%
"2,246",Ugetsu,"$24,959","$11,197",44.9%,"$13,762",55.1%
"2,247",Naples '44,"$24,863","$24,620",99%,$243,1%
"2,248",Marius/Fanny/César,"$24,787","$24,787",100%,-,-
"2,249",Paradise 2017 Re-release,"$24,749","$24,749",100%,-,-
"2,250",Kalb Balady,"$24,746",-,-,"$24,746",100%
"2,251",The Departure,"$24,662","$24,662",100%,-,-
"2,252",Kayseri aslani: Çin isi...,"$24,522",-,-,"$24,522",100%
"2,253",The Miner,"$24,518",-,-,"$24,518",100%
"2,254",Big Big World,"$24,458",-,-,"$24,458",100%
"2,255",Benavidez's Case,"$24,381",-,-,"$24,381",100%
"2,256",Balu Mahi,"$24,349",-,-,"$24,349",100%
"2,257",Close-Knit,"$24,306",-,-,"$24,306",100%
"2,258",Jasmine,"$24,248","$24,248",100%,-,-
"2,259",Hier ben ik,"$24,230",-,-,"$24,230",100%
"2,260",Chuzhaya molitva,"$24,207",-,-,"$24,207",100%
"2,261","Paris, Texas 2017 Re-release","$24,134",-,-,"$24,134",100%
"2,262",Running Like Wind,"$24,077",-,-,"$24,077",100%
"2,263",Simple Creature,"$23,918","$23,918",100%,-,-
"2,264",Vincent N Roxxy,"$23,896",-,-,"$23,896",100%
"2,265",10 Days in Sun City,"$23,894",-,-,"$23,894",100%
"2,266",Salt and Fire,"$23,888",-,-,"$23,888",100%
"2,267",Pilgrimage,"$23,689",-,-,"$23,689",100%
"2,268",The Sacrifice,"$23,672",-,-,"$23,672",100%
"2,269","A Woman, a Part","$23,562","$23,562",100%,-,-
"2,270",The Shamer's Daughter 2017 Re-release,"$23,562",-,-,"$23,562",100%
"2,271","The Good, the Bad, the Corny","$23,444",-,-,"$23,444",100%
"2,272",Rocky Mental,"$23,392",-,-,"$23,392",100%
"2,273",Nina,"$23,313",-,-,"$23,313",100%
"2,274",Final Mission,"$23,276",-,-,"$23,276",100%
"2,275",For Ahkeem,"$23,136","$23,136",100%,-,-
"2,276",Na Maloom Afraad 2,"$23,124",-,-,"$23,124",100%
"2,277",Finding Oscar,"$23,116","$23,116",100%,-,-
"2,278",Lost in London,"$23,102",-,-,"$23,102",100%
"2,279",The Grace of Jake,"$23,078","$23,078",100%,-,-
"2,280",Faster Fene,"$23,031",-,-,"$23,031",100%
"2,281",Nobody's Watching,"$22,928",-,-,"$22,928",100%
"2,282",Morg,"$22,846",-,-,"$22,846",100%
"2,283",Twin Peaks: Fire Walk with Me 2017 Re-release,"$22,696",-,-,"$22,696",100%
"2,284",my suburban stories,"$22,618",-,-,"$22,618",100%
"2,285",Trophy,"$22,553","$21,439",95.1%,"$1,114",4.9%
"2,286",Middleground,"$22,490",-,-,"$22,490",100%
"2,287",Realms,"$22,443",$147,0.7%,"$22,296",99.3%
"2,288",Lost in France,"$22,421",-,-,"$22,421",100%
"2,289",Paradise Club,"$22,381","$22,381",100%,-,-
"2,290",Hello!,"$22,345",-,-,"$22,345",100%
"2,291",The Legend of King Solomon,"$22,282",-,-,"$22,282",100%
"2,292",Female Fight Squad,"$22,253",-,-,"$22,253",100%
"2,293",Locos de Amor,"$22,244",-,-,"$22,244",100%
"2,294",Mamá,"$22,221",-,-,"$22,221",100%
"2,295",The Announcement,"$22,193",-,-,"$22,193",100%
"2,296",Members Only,"$22,163",-,-,"$22,163",100%
"2,297",The Drummer and the Keeper,"$22,012",-,-,"$22,012",100%
"2,298",The Passion of Joan of Arc,"$21,877","$21,877",100%,-,-
"2,299",Are Marler,"$21,809",-,-,"$21,809",100%
"2,300",Sniper Special Ops,"$21,701",-,-,"$21,701",100%
"2,301",Dead Awake,"$21,675","$11,528",53.2%,"$10,147",46.8%
"2,302",Inflame,"$21,527",-,-,"$21,527",100%
"2,303",Vunnadhi Okate Zindagi,"$21,520",-,-,"$21,520",100%
"2,304",Dvilypis Meiluzis,"$21,449",-,-,"$21,449",100%
"2,305",An Evening with George Smiley,"$21,370",-,-,"$21,370",100%
"2,306",Song Of Granite,"$21,349","$16,182",75.8%,"$5,167",24.2%
"2,307",Gandarrapiddo: The Revenger Squad,"$21,275",-,-,"$21,275",100%
"2,308",Valley of Shadows,"$21,144",-,-,"$21,144",100%
"2,309",God Knows Where I Am,"$21,135","$21,135",100%,-,-
"2,310",Massacre on Aisle 12,"$21,106","$21,106",100%,-,-
"2,311",Ver Kaç,"$21,097",-,-,"$21,097",100%
"2,312",Meat,"$21,087",-,-,"$21,087",100%
"2,313",Net I Die,"$21,073",-,-,"$21,073",100%
"2,314",Balloon,"$21,071",-,-,"$21,071",100%
"2,315",Il Ministro,"$21,033",-,-,"$21,033",100%
"2,316",A Beginner's Guide to Snuff,"$21,031","$21,031",100%,-,-
"2,317",Love is Potatoes,"$21,014",-,-,"$21,014",100%
"2,318",Loving in Tandem,"$20,980",-,-,"$20,980",100%
"2,319",Murder on the Orient Express 2017 Re-release,"$20,941",-,-,"$20,941",100%
"2,320",Man Underground,"$20,907","$20,907",100%,-,-
"2,321",Gyvenimas pries akis,"$20,875",-,-,"$20,875",100%
"2,322",Darkland,"$20,827",-,-,"$20,827",100%
"2,323",All These Sleepless Nights,"$20,762","$20,762",100%,-,-
"2,324",Mehrunisa V Lub U,"$20,587",-,-,"$20,587",100%
