Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"2,289",Aoki Hagane no Arpeggio: Ars Nova DC,"$17,732",-,-,"$17,732",100%
"2,290",How He Fell in Love,"$17,575","$17,575",100%,-,-
"2,291",Blackburn,"$17,570",-,-,"$17,570",100%
"2,292","Las mil y una noches: Vol.1, El inquieto","$17,553",-,-,"$17,553",100%
"2,293",Streit's: Matzo and the American Dream,"$17,506","$17,506",100%,-,-
"2,294",Saadey CM Saab,"$17,489",-,-,"$17,489",100%
"2,295",Harry Potter and the Chamber of Secrets 2016 Re-release,"$17,389",-,-,"$17,389",100%
"2,296","Christmas, Again","$17,341",-,-,"$17,341",100%
"2,297",Nasil Yani,"$17,280",-,-,"$17,280",100%
"2,298",Reykjavík,"$17,250",-,-,"$17,250",100%
"2,299",Landfill Harmonic,"$17,205","$17,205",100%,-,-
"2,300",Albüm,"$17,187",-,-,"$17,187",100%
"2,301",Cats Don't Come When You Call,"$17,184",-,-,"$17,184",100%
"2,302",Botticelli Inferno,"$17,175",-,-,"$17,175",100%
"2,303",Sonita,"$17,168",-,-,"$17,168",100%
"2,304",Always Shine,"$17,102","$17,102",100%,-,-
"2,305",On the Map,"$17,099","$17,099",100%,-,-
"2,306","Thanatos, Drunk","$17,096",-,-,"$17,096",100%
"2,307",A Luneta do Tempo,"$17,009",-,-,"$17,009",100%
"2,308",Crash and Burn,"$16,932",-,-,"$16,932",100%
"2,309",Dobara Phir Se,"$16,818",-,-,"$16,818",100%
"2,310",My Killer,"$16,653",-,-,"$16,653",100%
"2,311",Bear Summer,"$16,602",-,-,"$16,602",100%
"2,312",This Giant Papier-Mâché Boulder Is Actually Really Heavy,"$16,557",-,-,"$16,557",100%
"2,313",Fritz Lang,"$16,538",-,-,"$16,538",100%
"2,314",El espejo de los otros 2016 Re-release,"$16,431",-,-,"$16,431",100%
"2,315",Thank You for Bombing,"$16,370",-,-,"$16,370",100%
"2,316",Contempt 2016 Re-release,"$16,158",-,-,"$16,158",100%
"2,317",1920 London,"$16,077",-,-,"$16,077",100%
"2,318",Instructions Not Included 2016 Re-release,"$16,022",-,-,"$16,022",100%
"2,319",Les amigues de l'Àgata,"$15,803",-,-,"$15,803",100%
"2,320",Pojdi z menoj,"$15,793",-,-,"$15,793",100%
"2,321",Destinos,"$15,723",-,-,"$15,723",100%
"2,322",Poor Cow,"$15,709",-,-,"$15,709",100%
"2,323",Winter Song,"$15,677",-,-,"$15,677",100%
"2,324",Gueros 2016 Re-release,"$15,618",-,-,"$15,618",100%
"2,325",Five Nights in Maine,"$15,587","$15,587",100%,-,-
"2,326",Benidorm mon amour,"$15,568",-,-,"$15,568",100%
"2,327",My Good Hans,"$15,565",-,-,"$15,565",100%
"2,328",Vsio O Muzcynach,"$15,559",-,-,"$15,559",100%
"2,329",Lamentos,"$15,551",-,-,"$15,551",100%
"2,330",Lost and Beautiful,"$15,550",-,-,"$15,550",100%
"2,331",Main Teri Tu Mera,"$15,496",-,-,"$15,496",100%
"2,332",Escape from Patagonia,"$15,475",-,-,"$15,475",100%
"2,333",Die Ontwaking,"$15,462",-,-,"$15,462",100%
"2,334",The Perfect Weapon,"$15,436",-,-,"$15,436",100%
"2,335",Sekerat Son,"$15,412",-,-,"$15,412",100%
"2,336",Be Somebody,"$15,395","$15,395",100%,-,-
"2,337",Vince & Kath & James,"$15,388",-,-,"$15,388",100%
"2,338",The Adderall Diaries,"$15,364","$13,191",85.9%,"$2,173",14.1%
"2,339",The President,"$15,338","$7,578",49.4%,"$7,760",50.6%
"2,340",When We Talk About KGB,"$15,289",-,-,"$15,289",100%
"2,341",Henry V 2016 Re-release,"$15,271",-,-,"$15,271",100%
"2,342",Starcrossed,"$15,263","$15,263",100%,-,-
"2,343",Dolores,"$15,254",-,-,"$15,254",100%
"2,344",Halj már meg!,"$15,245",-,-,"$15,245",100%
"2,345",Pinamar,"$15,225",-,-,"$15,225",100%
"2,346",ATM,"$15,056",-,-,"$15,056",100%
"2,347",Ivan's Childhood 2016 Re-release,"$14,918",-,-,"$14,918",100%
"2,348",Funcionário do Mês,"$14,915",-,-,"$14,915",100%
"2,349",Vorogayt,"$14,877",-,-,"$14,877",100%
"2,350",Rupture,"$14,864",-,-,"$14,864",100%
"2,351",Dear Grandma,"$14,830",-,-,"$14,830",100%
"2,352",El limonero real,"$14,814",-,-,"$14,814",100%
"2,353",Wyrmwood: Road of the Dead 2016 Re-release,"$14,769",-,-,"$14,769",100%
"2,354",Groove City,"$14,646",-,-,"$14,646",100%
"2,355",El Encuentro de Guayaquil,"$14,542",-,-,"$14,542",100%
"2,356",Siembra,"$14,503",-,-,"$14,503",100%
"2,357",The Wanderers 2016 Re-release,"$14,492","$14,492",100%,-,-
"2,358",Hellions,"$14,485",-,-,"$14,485",100%
"2,359",Dersu Uzala,"$14,480",-,-,"$14,480",100%
"2,360",The Little Gangster 2016 Re-release,"$14,412",-,-,"$14,412",100%
"2,361",The Uncondemned,"$14,393","$14,393",100%,-,-
"2,362",Feast of Varanasi,"$14,282",-,-,"$14,282",100%
"2,363",Nostalgia 2016 Re-release,"$14,255",-,-,"$14,255",100%
"2,364",Brother Nature,"$14,218","$14,218",100%,-,-
"2,365",Listen Up Philip 2016 Re-release,"$14,218",-,-,"$14,218",100%
"2,366",My Name Is Emily,"$14,177",-,-,"$14,177",100%
"2,367",Newtown,"$14,109","$14,109",100%,-,-
"2,368",Shangri-La Suite,"$14,073","$14,073",100%,-,-
"2,369",Phoenix Valley,"$14,064",-,-,"$14,064",100%
"2,370",Harry Potter and the Half-Blood Prince 2016 Re-release,"$14,048",-,-,"$14,048",100%
"2,371",Yosemite,"$13,931","$13,931",100%,-,-
"2,372",Qatrat Dam,"$13,925",-,-,"$13,925",100%
"2,373",The Unvanished Vapour,"$13,854",-,-,"$13,854",100%
"2,374",Scarred Hearts,"$13,847",-,-,"$13,847",100%
"2,375",Kattappanayile Rithwik Roshan,"$13,845",-,-,"$13,845",100%
"2,376",Thirst,"$13,827",-,-,"$13,827",100%
"2,377",Dofus - Livre 1: Julith,"$13,804",-,-,"$13,804",100%
"2,378",Harry Potter and the Order of the Phoenix 2016 Re-release,"$13,791",-,-,"$13,791",100%
"2,379",A Space Program,"$13,739","$13,739",100%,-,-
"2,380",Tikkun,"$13,671","$13,671",100%,-,-
"2,381",National Theatre Live: Jane Eyre,"$13,639",-,-,"$13,639",100%
"2,382",Yom Lel Settat,"$13,559",-,-,"$13,559",100%
"2,383",If You Were Me,"$13,542",-,-,"$13,542",100%
"2,384",Spices of Liberty,"$13,463","$13,463",100%,-,-
"2,385",The Metropolitan Opera HD Live: Berg: Lulu,"$13,446",-,-,"$13,446",100%
"2,386",Teatro Alla Scala: The Temple of Wonders,"$13,441",-,-,"$13,441",100%
"2,387",Monsieur Hulot's Holiday 2016 Re-release,"$13,426",-,-,"$13,426",100%
"2,388",Harry Potter and the Goblet of Fire 2016 Re-release,"$13,407",-,-,"$13,407",100%
"2,389",Khanet El Yek,"$13,328",-,-,"$13,328",100%
"2,390",Iraivi,"$13,263",-,-,"$13,263",100%
"2,391",Dos Mujeres y una Vaca,"$13,260",-,-,"$13,260",100%
"2,392",Late Spring,"$13,254","$13,254",100%,-,-
"2,393",Oldu mu simdi?,"$13,250",-,-,"$13,250",100%
"2,394",Dadas,"$13,200",-,-,"$13,200",100%
"2,395",Grands reportages: Belmondo par Belmondo,"$13,148",-,-,"$13,148",100%
"2,396",Rings of Peace,"$13,007",-,-,"$13,007",100%
"2,397",Spain in a Day,"$12,989",-,-,"$12,989",100%
"2,398",The Constitution,"$12,954",-,-,"$12,954",100%
"2,399",Bobby,"$12,931",-,-,"$12,931",100%
"2,400",Boy 23 - The Forgotten Boys of Brazil,"$12,869",-,-,"$12,869",100%
"2,401",Ada for Mayor,"$12,799",-,-,"$12,799",100%
"2,402",My 10 Million,"$12,796",-,-,"$12,796",100%
"2,403",MAX Atlantos 2,"$12,717",-,-,"$12,717",100%
"2,404",Kaththi Sandai,"$12,670",-,-,"$12,670",100%
"2,405",Sethupathi,"$12,617",-,-,"$12,617",100%
"2,406",The Caller 2016 Re-release,"$12,574",-,-,"$12,574",100%
"2,407",Super Model,"$12,561",-,-,"$12,561",100%
"2,408",City of Women,"$12,516","$12,516",100%,-,-
"2,409",Vjeshte e nxhete e '41,"$12,516",-,-,"$12,516",100%
"2,410",Dukhtar,"$12,452",-,-,"$12,452",100%
"2,411",The Young Offenders,"$12,402",-,-,"$12,402",100%
"2,412",Restless Love,"$12,388",-,-,"$12,388",100%
"2,413",Rockstar Avilés,"$12,300",-,-,"$12,300",100%
"2,414",Kiss Rocks Vegas,"$12,299",-,-,"$12,299",100%
"2,415",Sealed Cargo,"$12,232",-,-,"$12,232",100%
"2,416",Barça Dreams,"$12,215",-,-,"$12,215",100%
"2,417",Ve Panayir Köyden Gider,"$12,190",-,-,"$12,190",100%
"2,418",Elstree 1976,"$12,173","$12,173",100%,-,-
"2,419",Destiny,"$12,156","$12,156",100%,-,-
"2,420",Hot Water,"$12,101","$12,101",100%,-,-
"2,421",Return to Ithaca 2016 Re-release,"$12,094",-,-,"$12,094",100%
"2,422",When Two Worlds Collide,"$12,080","$12,080",100%,-,-
"2,423",El Sur,"$11,959",-,-,"$11,959",100%
"2,424",Dance with Me,"$11,955",-,-,"$11,955",100%
"2,425",Motor Mitraan Di,"$11,878",-,-,"$11,878",100%
"2,426",Harry Potter and the Deathly Hallows: Part 1 2016 Re-release,"$11,852",-,-,"$11,852",100%
"2,427",Zuzula,"$11,845",-,-,"$11,845",100%
"2,428",Upside Down,"$11,831",-,-,"$11,831",100%
"2,429",Pokkiri Raja,"$11,794",-,-,"$11,794",100%
"2,430",Age Of Monster,"$11,739",-,-,"$11,739",100%
"2,431",Lucha Mexico,"$11,722","$11,722",100%,-,-
"2,432",Tharai Thappattai,"$11,640",-,-,"$11,640",100%
"2,433",La tierra roja 2016 Re-release,"$11,562",-,-,"$11,562",100%
"2,434",The Preppie Connection,"$11,558","$11,558",100%,-,-
"2,435",River of Grass,"$11,553","$11,553",100%,-,-
"2,436",The Ruins of Lifta,"$11,548","$11,548",100%,-,-
"2,437",The Innocents,"$11,546",-,-,"$11,546",100%
"2,438",Baba Joon,"$11,541",-,-,"$11,541",100%
"2,439",Pessimist,"$11,499",-,-,"$11,499",100%
"2,440",Solaris,"$11,494",-,-,"$11,494",100%
"2,441",A Heavy Heart,"$11,485",-,-,"$11,485",100%
"2,442",Dharam Yudh Morcha,"$11,462",-,-,"$11,462",100%
"2,443",The 3 L'il Pigs 2,"$11,414",-,-,"$11,414",100%
"2,444",Anuraga Karikkin Vellam,"$11,405",-,-,"$11,405",100%
"2,445",Resentimental,"$11,328",-,-,"$11,328",100%
"2,446",Viktoria,"$11,314","$11,314",100%,-,-
"2,447",Mumford & Sons Live From South Africa: Dust and Thunder,"$11,308",-,-,"$11,308",100%
"2,448",Theo Who Lived,"$11,271","$11,271",100%,-,-
"2,449",Lo que nunca nos dijimos,"$11,267",-,-,"$11,267",100%
"2,450",Daylight's End,"$11,257",-,-,"$11,257",100%
"2,451",The Flag,"$11,239",-,-,"$11,239",100%
"2,452",Hacker,"$11,239","$11,239",100%,-,-
"2,453","Njósnir, lygar og fjölskyldubönd","$11,059",-,-,"$11,059",100%
"2,454",Ateej,"$11,058",-,-,"$11,058",100%
"2,455",Magical Girl 2016 Re-release,"$11,026",-,-,"$11,026",100%
"2,456",Skjærgården,"$10,895",-,-,"$10,895",100%
"2,457",Gruffalo si orietenii lui,"$10,888",-,-,"$10,888",100%
"2,458",Blue Bicycle,"$10,850",-,-,"$10,850",100%
"2,459",What Happened Last Night,"$10,844","$10,844",100%,-,-
"2,460",Lucifer,"$10,829",-,-,"$10,829",100%
"2,461",Maligno,"$10,826",-,-,"$10,826",100%
"2,462",Silent Heart 2016 Re-release,"$10,784",-,-,"$10,784",100%
"2,463",Víctimas de Tangalanga,"$10,712",-,-,"$10,712",100%
"2,464",Traders,"$10,696",-,-,"$10,696",100%
"2,465",Dead Man Tells His Own Tale,"$10,671",-,-,"$10,671",100%
"2,466",National Bird,"$10,656","$10,656",100%,-,-
"2,467",Hepta: The Last Lecture,"$10,574",-,-,"$10,574",100%
"2,468",Vidas Partidas,"$10,562",-,-,"$10,562",100%
"2,469",End of Winter,"$10,509",-,-,"$10,509",100%
"2,470",Mecánica Popular,"$10,508",-,-,"$10,508",100%
"2,471",Castle in the Sky 2016 Re-release,"$10,488",-,-,"$10,488",100%
"2,472",Prince Orient House,"$10,465",-,-,"$10,465",100%
"2,473",La mujer de tu prójimo,"$10,377",-,-,"$10,377",100%
"2,474",Adventures on the Red Plane,"$10,360",-,-,"$10,360",100%
"2,475",SK1 2016 Re-release,"$10,330","$10,330",100%,-,-
"2,476",The Third Party,"$10,323",-,-,"$10,323",100%
"2,477",Soleada,"$10,322",-,-,"$10,322",100%
"2,478",Manithan,"$10,285",-,-,"$10,285",100%
"2,479",Approaching the Unknown,"$10,232","$10,232",100%,-,-
"2,480",Cialo 2016 Re-release,"$10,227",-,-,"$10,227",100%
"2,481",Bunker of the Dead,"$10,147",-,-,"$10,147",100%
"2,482",Maalik,"$10,121",-,-,"$10,121",100%
"2,483",Aus dem Nichts,"$10,117",-,-,"$10,117",100%
"2,484",Mammal,"$10,107",-,-,"$10,107",100%
"2,485",Beta Test,"$10,104","$10,104",100%,-,-
"2,486",Jil Jung Juk,"$10,064",-,-,"$10,064",100%
"2,487",We Are Never Alone,"$10,052",-,-,"$10,052",100%
"2,488",Adim Adim,"$10,035",-,-,"$10,035",100%
"2,489",El francesito. Un documental (im)posible sobre Enrique Pichón-Riviere,"$10,010",-,-,"$10,010",100%
"2,490",A Korean in Paris,"$10,006",-,-,"$10,006",100%
"2,491",Tere Bin Laden: Dead Or Alive,"$9,995",-,-,"$9,995",100%
"2,492",Made in France,"$9,956","$9,956",100%,-,-
"2,493",Gibby,"$9,930",-,-,"$9,930",100%
"2,494",Saithan,"$9,890",-,-,"$9,890",100%
"2,495",Wild Horses,"$9,867",-,-,"$9,867",100%
"2,496",God's Pocket 2016 Re-release,"$9,854",-,-,"$9,854",100%
"2,497",The Greenstone,"$9,848",-,-,"$9,848",100%
"2,498",A Trip to Jamaica,"$9,833",-,-,"$9,833",100%
"2,499",25 Kille,"$9,817",-,-,"$9,817",100%
"2,500","¡Bruja, más que bruja!","$9,681",-,-,"$9,681",100%
"2,501",La isla del viento,"$9,647",-,-,"$9,647",100%
"2,502",Green Horse Rustlers,"$9,542",-,-,"$9,542",100%
"2,503",Chosen,"$9,536","$9,283",97.3%,$253,2.7%
"2,504",Orizont,"$9,533",-,-,"$9,533",100%
"2,505",The Lost Arcade,"$9,522","$9,522",100%,-,-
"2,506",Misono Universe,"$9,488",-,-,"$9,488",100%
"2,507",Change Lifestyle,"$9,486",-,-,"$9,486",100%
"2,508",Temel ile Dursun Istanbul'da,"$9,472",-,-,"$9,472",100%
"2,509",The Half,"$9,384",-,-,"$9,384",100%
"2,510",The Tree of Wooden Clogs,"$9,367",-,-,"$9,367",100%
"2,511",The Way Out,"$9,354",-,-,"$9,354",100%
"2,512",Close Encounters of the Third Kind 2016 Re-release,"$9,352",-,-,"$9,352",100%
"2,513",Snaaks Genoeg,"$9,346",-,-,"$9,346",100%
"2,514",Little King Macius 2016 Re-release,"$9,274",-,-,"$9,274",100%
"2,515",Hooligan Sparrow,"$9,263","$9,263",100%,-,-
"2,516",Soul Exodus,"$9,192",-,-,"$9,192",100%
"2,517",Frank & Lola,"$9,188","$9,188",100%,-,-
"2,518",Strange Occurrences in a Small Irish Village,"$9,173",-,-,"$9,173",100%
"2,519",The Hollow Point,"$9,149",-,-,"$9,149",100%
"2,520",Wellspring,"$9,134",-,-,"$9,134",100%
"2,521",Paternoster,"$9,107",-,-,"$9,107",100%
"2,522",The Innkeepers 2016 Re-release,"$9,081",-,-,"$9,081",100%
"2,523",Geuk-jang-pan An-nyeong Ja-du-ya,"$9,067",-,-,"$9,067",100%
"2,524",Chaman el Ultimo Guerrero,"$9,038",-,-,"$9,038",100%
"2,525",Life and Death in 96 Hours,"$9,028",-,-,"$9,028",100%
"2,526",Fall in Love,"$8,977",-,-,"$8,977",100%
"2,527",Oscuro animal,"$8,972",-,-,"$8,972",100%
"2,528",Selah el-Talamiz,"$8,972",-,-,"$8,972",100%
"2,529",Desingle Bible,"$8,940",-,-,"$8,940",100%
"2,530",Dark Skull,"$8,905",-,-,"$8,905",100%
"2,531",Unwanted Brother,"$8,902",-,-,"$8,902",100%
"2,532",90 Years of PAOK: Nostalgia for the Future,"$8,847",-,-,"$8,847",100%
"2,533",Providence,"$8,840","$8,840",100%,-,-
"2,534",Nostalgia for the Light 2016 Re-release,"$8,824",-,-,"$8,824",100%
"2,535",Isolated,"$8,823",-,-,"$8,823",100%
"2,536",King Jack,"$8,801",-,-,"$8,801",100%
"2,537",Kanithan,"$8,782",-,-,"$8,782",100%
"2,538",Kar,"$8,756",-,-,"$8,756",100%
"2,539",Jab Tak Hai Jaan 2016 Re-release,"$8,690",-,-,"$8,690",100%
"2,540",Hasret: Sehnsucht,"$8,665",-,-,"$8,665",100%
"2,541",Miss Julie 2016 Re-release,"$8,657",-,-,"$8,657",100%
"2,542",Chungul,"$8,650",-,-,"$8,650",100%
"2,543",Supreme Justice with Judge Karen: Rent My Ride/Circle of Friends,"$8,648",-,-,"$8,648",100%
"2,544",By the Rails,"$8,645",-,-,"$8,645",100%
"2,545",Mojave,"$8,602","$8,253",95.9%,$349,4.1%
"2,546",The Wolf's Lair,"$8,597",-,-,"$8,597",100%
"2,547",Liza the Fox-Fairy 2016 Re-release,"$8,547",-,-,"$8,547",100%
"2,548",From the East,"$8,540","$8,540",100%,-,-
"2,549",The Fall,"$8,516",-,-,"$8,516",100%
"2,550",Late Summer,"$8,487",-,-,"$8,487",100%
"2,551",From Bangkok to Mandalay,"$8,476",-,-,"$8,476",100%
"2,552",Spring,"$8,473",-,-,"$8,473",100%
"2,553",Nightlife,"$8,462",-,-,"$8,462",100%
"2,554",Anomalous,"$8,462",-,-,"$8,462",100%
"2,555",Pandemic,"$8,459",-,-,"$8,459",100%
"2,556",Lulu 2016 Re-release,"$8,432",-,-,"$8,432",100%
"2,557",Fathers,"$8,423",-,-,"$8,423",100%
"2,558",Rail,"$8,414",-,-,"$8,414",100%
"2,559",The Confirmation,"$8,382",-,-,"$8,382",100%
"2,560",Zootopia 2020 Re-release,"$8,363",-,-,"$8,363",100%
"2,561",Kathakali,"$8,361",-,-,"$8,361",100%
"2,562",All of a Sudden,"$8,341",-,-,"$8,341",100%
"2,563",Pioneer 2016 Re-release,"$8,332",-,-,"$8,332",100%
"2,564",We Are Twisted Fucking Sister!,"$8,277","$8,277",100%,-,-
"2,565",Anti-Argentine Campaign,"$8,271",-,-,"$8,271",100%
"2,566",Little Mountain Boy,"$8,254",-,-,"$8,254",100%
"2,567",8½ 2016 Re-release,"$8,245",-,-,"$8,245",100%
"2,568",Silicon Cowboys,"$8,239","$8,239",100%,-,-
"2,569",Jim: The James Foley Story,"$8,236",-,-,"$8,236",100%
"2,570",The Other Side,"$8,168","$8,074",98.8%,$94,1.2%
"2,571",Danny,"$8,158",-,-,"$8,158",100%
"2,572",Golden Kingdom,"$8,077","$8,077",100%,-,-
"2,573",Lee Scratch Perry's Vision of Paradise,"$8,068",-,-,"$8,068",100%
"2,574",The Rotten Link,"$8,044",-,-,"$8,044",100%
"2,575",Talent Has Hunger,"$7,998","$7,998",100%,-,-
"2,576",Ransacked,"$7,991",-,-,"$7,991",100%
"2,577",Asik,"$7,964",-,-,"$7,964",100%
"2,578",Roseanne for President!,"$7,960","$7,960",100%,-,-
"2,579",Hurricane,"$7,952",-,-,"$7,952",100%
"2,580",Zorawar,"$7,914",-,-,"$7,914",100%
"2,581",Portrait of a Garden,"$7,914","$7,914",100%,-,-
"2,582",Dulla Bhatti Wala,"$7,876",-,-,"$7,876",100%
"2,583",Türk Lokumu,"$7,870",-,-,"$7,870",100%
"2,584",Ecuación,"$7,869",-,-,"$7,869",100%
"2,585",Still Loved,"$7,835",-,-,"$7,835",100%
"2,586",Enakku Innoru Per Irukku,"$7,825",-,-,"$7,825",100%
"2,587",Two Women,"$7,821",-,-,"$7,821",100%
"2,588",Yellow River Aria,"$7,776",-,-,"$7,776",100%
"2,589",Old Stone,"$7,768","$7,476",96.2%,$292,3.8%
"2,590",Big Jato,"$7,765",-,-,"$7,765",100%
"2,591",Eliza Lynch: Queen of Paraguay,"$7,741",-,-,"$7,741",100%
"2,592",España dividida: La Guerra Civil en color,"$7,727",-,-,"$7,727",100%
"2,593",I Don't Belong Anywhere: The Cinema of Chantal Akerman,"$7,703","$7,703",100%,-,-
"2,594",Siv sover vilse,"$7,638",-,-,"$7,638",100%
"2,595",Beaten Black and Blue,"$7,630",-,-,"$7,630",100%
"2,596",Echoes of War,"$7,615",-,-,"$7,615",100%
"2,597",Psycho Raman,"$7,612",-,-,"$7,612",100%
"2,598","DC Super Hero Girls: Dude, Where's My Invisible Jet?","$7,587",-,-,"$7,587",100%
"2,599",Baskavígin,"$7,558",-,-,"$7,558",100%
"2,600",Restaurant Makeover: De Great Iron Pot,"$7,529",-,-,"$7,529",100%
"2,601",Nina Forever,"$7,528",-,-,"$7,528",100%
"2,602",WiNWiN,"$7,527",-,-,"$7,527",100%
"2,603",O Outro Lado do Paraíso,"$7,527",-,-,"$7,527",100%
"2,604",All the Beauty,"$7,519",-,-,"$7,519",100%
"2,605",Marudhu,"$7,514",-,-,"$7,514",100%
"2,606",Get Out 2018 Re-release,"$7,445",-,-,"$7,445",100%
"2,607",Codename 'Holec',"$7,393",-,-,"$7,393",100%
"2,608",To Life 2016 Re-release,"$7,389",-,-,"$7,389",100%
"2,609",Honey Money,"$7,378",-,-,"$7,378",100%
"2,610",B.O.K.: Bi O Kalmisti,"$7,366",-,-,"$7,366",100%
"2,611",Bogowie 2016 Re-release,"$7,336",-,-,"$7,336",100%
"2,612",Dreamfish,"$7,318",-,-,"$7,318",100%
"2,613",Bangalore Naatkal,"$7,279",-,-,"$7,279",100%
"2,614",Cinzento e Negro,"$7,274",-,-,"$7,274",100%
"2,615",Velainu Vandhutta Vellaikaaran,"$7,253",-,-,"$7,253",100%
"2,616",Indian Point,"$7,251","$7,251",100%,-,-
"2,617",Angelita la doctora,"$7,230",-,-,"$7,230",100%
"2,618",Zapashny Brothers' Show,"$7,193",-,-,"$7,193",100%
"2,619",It Had to Be You,"$7,162","$7,162",100%,-,-
"2,620",Bachaana,"$7,149",-,-,"$7,149",100%
"2,621","Brutti, sporchi e cattivi","$7,144","$7,144",100%,-,-
"2,622",Mot naturen,"$7,131",-,-,"$7,131",100%
"2,623",Oopiri,"$7,124",-,-,"$7,124",100%
"2,624",Zashchitniki,"$7,049",-,-,"$7,049",100%
"2,625","Mudar de Vida - José Mário Branco, vida e obra","$7,035",-,-,"$7,035",100%
"2,626",The Brainwashing of My Dad,"$7,028","$7,028",100%,-,-
"2,627",El camino más largo,"$7,013",-,-,"$7,013",100%
"2,628",The Anderssons Rock the Mountains 2016 Re-release,"$6,982",-,-,"$6,982",100%
"2,629",The Philadelphia Story 2016 Re-release,"$6,918",-,-,"$6,918",100%
"2,630",Eu Sou Carlos Imperial,"$6,896",-,-,"$6,896",100%
"2,631",Boom Bust Boom,"$6,896","$6,896",100%,-,-
"2,632",La niña de tacones amarillos,"$6,850",-,-,"$6,850",100%
"2,633",Mad Tiger,"$6,823","$6,823",100%,-,-
"2,634",The Black Hen,"$6,771",-,-,"$6,771",100%
"2,635",Alemde 1 Gece,"$6,716",-,-,"$6,716",100%
"2,636",Ghost Team,"$6,639","$6,639",100%,-,-
"2,637",Bratrícek Karel,"$6,629",-,-,"$6,629",100%
"2,638",The Dying of the Light,"$6,627","$6,627",100%,-,-
"2,639",You've Been Trumped Too,"$6,615",-,-,"$6,615",100%
"2,640",I am not Salvador,"$6,559",-,-,"$6,559",100%
"2,641",Panama,"$6,527",-,-,"$6,527",100%
"2,642",Patient,"$6,509",-,-,"$6,509",100%
"2,643",The Sky Trembles and the Earth Is Afraid and the Two Eyes Are Not Brothers,"$6,487",-,-,"$6,487",100%
"2,644",Attacking the Devil,"$6,481",-,-,"$6,481",100%
"2,645",Kavalai Vendam,"$6,480",-,-,"$6,480",100%
"2,646",Saftirikler,"$6,376",-,-,"$6,376",100%
"2,647",In Your Dreams!,"$6,364",-,-,"$6,364",100%
"2,648",The Charnel House,"$6,332","$6,332",100%,-,-
"2,649",Romeo and Juliet 2016 Re-release,"$6,292",-,-,"$6,292",100%
"2,650",I Promise You Anarchy,"$6,263",-,-,"$6,263",100%
"2,651",The Bad Kids,"$6,226","$6,226",100%,-,-
"2,652","Late August, Early September 2016 Re-release","$6,222",-,-,"$6,222",100%
"2,653",Emelie,"$6,147",-,-,"$6,147",100%
"2,654",Adi Kapyare Kootamani,"$6,135",-,-,"$6,135",100%
"2,655",Billion Star Hotel,"$6,095",-,-,"$6,095",100%
"2,656",Deep Blue Dream,"$6,080",-,-,"$6,080",100%
"2,657",A Simple Story,"$5,983",-,-,"$5,983",100%
"2,658",The Writer's Burrow,"$5,981",-,-,"$5,981",100%
"2,659",A Flickering Truth,"$5,978",-,-,"$5,978",100%
"2,660",The Weekend,"$5,976",-,-,"$5,976",100%
"2,661",48 Hours,"$5,976",-,-,"$5,976",100%
"2,662",Lincoln Center Series: San Francisco Ballet's Romeo & Juliet,"$5,948",-,-,"$5,948",100%
"2,663",Spirited Away 2016 Re-release,"$5,936",-,-,"$5,936",100%
"2,664",Slash,"$5,902","$5,902",100%,-,-
"2,665",Campo Grande,"$5,852",-,-,"$5,852",100%
"2,666",Bourek,"$5,844","$5,844",100%,-,-
"2,667",Self Redemption,"$5,792",-,-,"$5,792",100%
"2,668",Undrafted,"$5,777","$5,777",100%,-,-
"2,669",The Flowers Bloomin,"$5,768",-,-,"$5,768",100%
"2,670",An Outpost of Progress,"$5,746",-,-,"$5,746",100%
"2,671",Uma Noite em Sampa,"$5,688",-,-,"$5,688",100%
"2,672",Vaaliba Raja,"$5,642",-,-,"$5,642",100%
"2,673",Padre de Familia,"$5,629",-,-,"$5,629",100%
"2,674",The Captive 2016 Re-release,"$5,600",-,-,"$5,600",100%
"2,675",Arpeggio of Blue Steel: Ars Nova - Cadenza,"$5,549",-,-,"$5,549",100%
"2,676",The Chronicles of Melanie,"$5,527",-,-,"$5,527",100%
"2,677",The Rift: Dark Side of the Moon,"$5,520",-,-,"$5,520",100%
"2,678",Rescripts Bout Peony Fairy,"$5,501",-,-,"$5,501",100%
"2,679",The Endless River,"$5,487",-,-,"$5,487",100%
"2,680",Karski & the Lords of Humanity,"$5,475",-,-,"$5,475",100%
"2,681",Gorodskie ptichki,"$5,474",-,-,"$5,474",100%
"2,682",Doidas e Santas,"$5,473",-,-,"$5,473",100%
"2,683",A Good American,"$5,457",-,-,"$5,457",100%
"2,684",El destierro,"$5,402",-,-,"$5,402",100%
"2,685",The Santiso Report,"$5,375",-,-,"$5,375",100%
"2,686",La decisión de Julia,"$5,311",-,-,"$5,311",100%
"2,687",Prokofiev: On the Way,"$5,267",-,-,"$5,267",100%
"2,688",The Silent Storm,"$5,260",-,-,"$5,260",100%
"2,689",Mumbai Central,"$5,251",-,-,"$5,251",100%
"2,690",The Search Engine,"$5,215",-,-,"$5,215",100%
"2,691",Measuring the World 2016 Re-release,"$5,209",-,-,"$5,209",100%
"2,692",Lily Lane,"$5,208",-,-,"$5,208",100%
"2,693",The Hunting Ground 2016 Re-release,"$5,198",-,-,"$5,198",100%
"2,694",Last Testimony,"$5,167",-,-,"$5,167",100%
"2,695",Land of Hero,"$5,145",-,-,"$5,145",100%
